,SPXTR
26-Apr-18,5229.6089
25-Apr-18,5175.5903
24-Apr-18,5166.1025
23-Apr-18,5236.0376
20-Apr-18,5235.7461
19-Apr-18,5280.5659
18-Apr-18,5310.3213
17-Apr-18,5305.9023
16-Apr-18,5249.9385
13-Apr-18,5207.5718
12-Apr-18,5222.5449
11-Apr-18,5179.1865
10-Apr-18,5207.7305
9-Apr-18,5121.8975
6-Apr-18,5103.3511
5-Apr-18,5217.6191
4-Apr-18,5181.3071
3-Apr-18,5121.6973
2-Apr-18,5057.689
29-Mar-18,5173.1909
28-Mar-18,5102.686
27-Mar-18,5116.75
26-Mar-18,5206.6899
23-Mar-18,5069.0269
22-Mar-18,5177.5239
21-Mar-18,5310.958
20-Mar-18,5320.1982
19-Mar-18,5312.2334
16-Mar-18,5388.7354
15-Mar-18,5379.3931
14-Mar-18,5383.2656
13-Mar-18,5412.7534
12-Mar-18,5447.0967
9-Mar-18,5454.0254
8-Mar-18,5360.7329
7-Mar-18,5335.4712
6-Mar-18,5337.686
5-Mar-18,5323.3599
2-Mar-18,5265.2407
1-Mar-18,5238.1831
28-Feb-18,5308.0869
27-Feb-18,5367.0864
26-Feb-18,5435.3755
23-Feb-18,5371.5649
22-Feb-18,5286.4971
21-Feb-18,5280.9121
20-Feb-18,5309.9937
16-Feb-18,5340.8203
15-Feb-18,5338.3511
14-Feb-18,5273.4258
13-Feb-18,5202.2168
12-Feb-18,5188.3701
9-Feb-18,5116.9912
8-Feb-18,5040.0552
7-Feb-18,5235.8398
6-Feb-18,5262.0166
5-Feb-18,5171.2617
2-Feb-18,5392.2139
1-Feb-18,5508.7002
31-Jan-18,5511.2144
30-Jan-18,5508.3569
29-Jan-18,5568.6719
26-Jan-18,5606.085
25-Jan-18,5540.3818
24-Jan-18,5537.0317
23-Jan-18,5540.1274
22-Jan-18,5527.8896
19-Jan-18,5483.5718
18-Jan-18,5459.4966
17-Jan-18,5467.8462
16-Jan-18,5416.855
12-Jan-18,5435.918
11-Jan-18,5399.4619
10-Jan-18,5361.3291
9-Jan-18,5367.2607
8-Jan-18,5358.6792
5-Jan-18,5349.6895
4-Jan-18,5312.333
3-Jan-18,5289.9243
2-Jan-18,5256.2842
29-Dec-17,5212.7632
28-Dec-17,5239.5884
27-Dec-17,5229.0132
26-Dec-17,5224.5078
22-Dec-17,5229.791
21-Dec-17,5232.1616
20-Dec-17,5221.79
19-Dec-17,5225.4312
18-Dec-17,5242.2847
15-Dec-17,5214.1035
14-Dec-17,5167.4482
13-Dec-17,5187.6821
12-Dec-17,5189.96
11-Dec-17,5181.7539
8-Dec-17,5165.1919
7-Dec-17,5136.3711
6-Dec-17,5120.4629
5-Dec-17,5120.9209
4-Dec-17,5139.9111
1-Dec-17,5145.207
30-Nov-17,5155.4414
29-Nov-17,5111.6836
28-Nov-17,5112.9146
27-Nov-17,5062.8457
24-Nov-17,5064.231
22-Nov-17,5053.6035
21-Nov-17,5056.9517
20-Nov-17,5024.0117
17-Nov-17,5017.4517
16-Nov-17,5030.4756
15-Nov-17,4987.9595
14-Nov-17,5014.5293
13-Nov-17,5025.3564
10-Nov-17,5020.3071
9-Nov-17,5023.0083
8-Nov-17,5040.7427
7-Nov-17,5033.3818
6-Nov-17,5034.3047
3-Nov-17,5027.4888
2-Nov-17,5011.4756
1-Nov-17,5009.9858
31-Oct-17,5002.0303
30-Oct-17,4997.1455
27-Oct-17,5012.7495
26-Oct-17,4972.6006
25-Oct-17,4966.2881
24-Oct-17,4989.561
23-Oct-17,4981.3662
20-Oct-17,5001.1128
19-Oct-17,4975.3208
18-Oct-17,4973.2778
17-Oct-17,4969.3848
16-Oct-17,4966.0503
13-Oct-17,4957.2676
12-Oct-17,4952.8521
11-Oct-17,4960.7856
10-Oct-17,4951.7681
9-Oct-17,4940.1577
6-Oct-17,4949.0933
5-Oct-17,4952.8457
4-Oct-17,4924.1885
3-Oct-17,4917.7256
2-Oct-17,4906.9185
29-Sep-17,4887.9673
28-Sep-17,4869.8052
27-Sep-17,4862.9272
26-Sep-17,4843.1377
25-Sep-17,4842.4116
22-Sep-17,4853.1987
21-Sep-17,4849.9502
20-Sep-17,4864.6055
19-Sep-17,4861.5205
18-Sep-17,4856.0791
15-Sep-17,4848.8369
14-Sep-17,4839.2856
13-Sep-17,4843.0444
12-Sep-17,4839.3086
11-Sep-17,4822.7988
8-Sep-17,4771.019
7-Sep-17,4777.9277
6-Sep-17,4777.6885
5-Sep-17,4762.7461
1-Sep-17,4798.9873
31-Aug-17,4789.1758
30-Aug-17,4761.7227
29-Aug-17,4738.6226
28-Aug-17,4733.9707
25-Aug-17,4731.4629
24-Aug-17,4723.0278
23-Aug-17,4732.7563
22-Aug-17,4748.7266
21-Aug-17,4701.8159
18-Aug-17,4696.2202
17-Aug-17,4704.7314
16-Aug-17,4778.2788
15-Aug-17,4770.1528
14-Aug-17,4771.4277
11-Aug-17,4723.7324
10-Aug-17,4717.4009
9-Aug-17,4784.9424
8-Aug-17,4786.123
7-Aug-17,4797.1313
4-Aug-17,4789.1079
3-Aug-17,4779.9863
2-Aug-17,4789.5439
1-Aug-17,4786.2656
31-Jul-17,4774.5596
28-Jul-17,4778.0151
27-Jul-17,4784.2573
26-Jul-17,4788.4111
25-Jul-17,4787.0435
24-Jul-17,4773.1035
21-Jul-17,4778.0742
20-Jul-17,4779.8394
19-Jul-17,4780.2451
18-Jul-17,4754.2729
17-Jul-17,4751.3296
14-Jul-17,4751.4282
13-Jul-17,4729.2515
12-Jul-17,4720.2832
11-Jul-17,4685.6426
10-Jul-17,4689.2456
7-Jul-17,4684.8848
6-Jul-17,4655.0249
5-Jul-17,4697.3433
3-Jul-17,4689.6084
30-Jun-17,4678.3599
29-Jun-17,4670.9595
28-Jun-17,4711.3281
27-Jun-17,4669.2686
26-Jun-17,4707.2686
23-Jun-17,4705.7324
22-Jun-17,4698.3994
21-Jun-17,4700.4971
20-Jun-17,4702.8203
19-Jun-17,4734.479
16-Jun-17,4695.2324
15-Jun-17,4693.8638
14-Jun-17,4703.5332
13-Jun-17,4707.8799
12-Jun-17,4685.5371
9-Jun-17,4689.7886
8-Jun-17,4693.6694
7-Jun-17,4692.2876
6-Jun-17,4683.9624
5-Jun-17,4697.002
2-Jun-17,4702.5557
1-Jun-17,4685.1104
31-May-17,4649.3413
30-May-17,4650.7603
26-May-17,4655.6538
25-May-17,4653.5923
24-May-17,4632.374
23-May-17,4620.6958
22-May-17,4612.1216
19-May-17,4588.3501
18-May-17,4557.4053
17-May-17,4540.5825
16-May-17,4623.2603
15-May-17,4625.5151
12-May-17,4602.9575
11-May-17,4609.6855
10-May-17,4618.1943
9-May-17,4611.2056
8-May-17,4615.7344
5-May-17,4615.0913
4-May-17,4596.2397
3-May-17,4593.3159
2-May-17,4598.2402
1-May-17,4592.7808
28-Apr-17,4584.8198
27-Apr-17,4593.5684
26-Apr-17,4590.5625
25-Apr-17,4592.7441
24-Apr-17,4564.9326
21-Apr-17,4515.8999
20-Apr-17,4529.6455
19-Apr-17,4495.5552
18-Apr-17,4502.6641
17-Apr-17,4515.6479
13-Apr-17,4477.0688
12-Apr-17,4507.7642
11-Apr-17,4524.7095
10-Apr-17,4530.5688
7-Apr-17,4527.2041
6-Apr-17,4530.9258
5-Apr-17,4520.8594
4-Apr-17,4534.248
3-Apr-17,4530.9751
31-Mar-17,4538.2129
30-Mar-17,4548.4648
29-Mar-17,4535.0112
28-Mar-17,4529.1738
27-Mar-17,4496.5288
24-Mar-17,4501.1138
23-Mar-17,4504.9238
22-Mar-17,4509.646
21-Mar-17,4500.9805
20-Mar-17,4557.123
17-Mar-17,4566.1716
16-Mar-17,4572.1577
15-Mar-17,4579.4424
14-Mar-17,4541.2593
13-Mar-17,4556.4419
10-Mar-17,4553.2808
9-Mar-17,4538.3623
8-Mar-17,4534.6831
7-Mar-17,4543.75
6-Mar-17,4556.7217
3-Mar-17,4571.6011
2-Mar-17,4569.1724
1-Mar-17,4595.7349
28-Feb-17,4532.9253
27-Feb-17,4544.5083
24-Feb-17,4539.2485
23-Feb-17,4531.3887
22-Feb-17,4528.9663
21-Feb-17,4533.4629
17-Feb-17,4506.2031
16-Feb-17,4498.5591
15-Feb-17,4501.9888
14-Feb-17,4478.9824
13-Feb-17,4459.8281
10-Feb-17,4435.4219
9-Feb-17,4419.4043
8-Feb-17,4393.313
7-Feb-17,4388.8696
6-Feb-17,4387.6714
3-Feb-17,4396.9492
2-Feb-17,4364.855
1-Feb-17,4362.1045
31-Jan-17,4359.8149
30-Jan-17,4363.6699
27-Jan-17,4389.853
26-Jan-17,4393.4263
25-Jan-17,4396.5679
24-Jan-17,4361.5562
23-Jan-17,4333.1016
20-Jan-17,4344.668
19-Jan-17,4329.959
18-Jan-17,4345.5659
17-Jan-17,4337.2036
13-Jan-17,4350.1113
12-Jan-17,4342.0884
11-Jan-17,4351.3169
10-Jan-17,4338.6396
9-Jan-17,4338.6196
6-Jan-17,4354.0498
5-Jan-17,4337.4546
4-Jan-17,4340.7534
3-Jan-17,4315.0776
30-Dec-16,4278.6636
29-Dec-16,4298.3916
28-Dec-16,4299.4551
27-Dec-16,4334.9268
23-Dec-16,4325.166
22-Dec-16,4319.3315
21-Dec-16,4326.8467
20-Dec-16,4337.3594
19-Dec-16,4321.021
16-Dec-16,4312.397
15-Dec-16,4319.8398
14-Dec-16,4302.9341
13-Dec-16,4337.8613
12-Dec-16,4308.939
9-Dec-16,4313.605
8-Dec-16,4288.104
7-Dec-16,4278.438
6-Dec-16,4222.0356
5-Dec-16,4207.5654
2-Dec-16,4182.8096
1-Dec-16,4181.1479
30-Nov-16,4195.7305
29-Nov-16,4205.9854
28-Nov-16,4199.3872
25-Nov-16,4221.0244
23-Nov-16,4204.4907
22-Nov-16,4200.9458
21-Nov-16,4191.6831
18-Nov-16,4160.5786
17-Nov-16,4169.8657
16-Nov-16,4150.2119
15-Nov-16,4155.6245
14-Nov-16,4123.8145
11-Nov-16,4123.6909
10-Nov-16,4129.4585
9-Nov-16,4121.0269
8-Nov-16,4075.6069
7-Nov-16,4058.3042
4-Nov-16,3970.0244
3-Nov-16,3976.5615
2-Nov-16,3992.7646
1-Nov-16,4018.4746
31-Oct-16,4045.8914
28-Oct-16,4046.3616
27-Oct-16,4058.7483
26-Oct-16,4070.7566
25-Oct-16,4077.8035
24-Oct-16,4093.2249
21-Oct-16,4073.8508
20-Oct-16,4074.178
19-Oct-16,4079.4956
18-Oct-16,4069.9893
17-Oct-16,4045.0688
14-Oct-16,4057.2766
13-Oct-16,4056.4536
12-Oct-16,4068.9165
11-Oct-16,4063.9209
10-Oct-16,4115.1196
7-Oct-16,4096.25
6-Oct-16,4109.4902
5-Oct-16,4107.397
4-Oct-16,4088.1665
3-Oct-16,4108.1333
30-Sep-16,4121.0645
29-Sep-16,4088.4663
28-Sep-16,4126.8301
27-Sep-16,4104.1787
26-Sep-16,4077.7097
23-Sep-16,4112.688
22-Sep-16,4136.4131
21-Sep-16,4109.625
20-Sep-16,4065.2024
19-Sep-16,4063.9363
16-Sep-16,4063.9724
15-Sep-16,4079.3186
14-Sep-16,4037.8279
13-Sep-16,4039.9243
12-Sep-16,4099.4746
9-Sep-16,4039.9543
8-Sep-16,4141.457
7-Sep-16,4150.5054
6-Sep-16,4150.1118
2-Sep-16,4137.6983
1-Sep-16,4120.1733
31-Aug-16,4120.2852
30-Aug-16,4129.3364
29-Aug-16,4136.7471
26-Aug-16,4114.6758
25-Aug-16,4121.0859
24-Aug-16,4126.6514
23-Aug-16,4148.165
22-Aug-16,4139.9707
19-Aug-16,4142.2271
18-Aug-16,4147.6362
17-Aug-16,4138.4194
16-Aug-16,4129.6768
15-Aug-16,4151.6904
12-Aug-16,4139.6323
11-Aug-16,4142.7197
10-Aug-16,4122.6514
9-Aug-16,4132.96
8-Aug-16,4131.189
5-Aug-16,4134.5571
4-Aug-16,4099.2056
3-Aug-16,4097.3013
2-Aug-16,4083.2488
1-Aug-16,4109.2837
29-Jul-16,4114.5083
28-Jul-16,4107.7485
27-Jul-16,4100.8101
26-Jul-16,4105.5747
25-Jul-16,4104.1294
22-Jul-16,4116.5034
21-Jul-16,4097.8218
20-Jul-16,4112.6089
19-Jul-16,4094.6125
18-Jul-16,4100.397
15-Jul-16,4090.4875
14-Jul-16,4094.2837
13-Jul-16,4072.7749
12-Jul-16,4071.8528
11-Jul-16,4043.4885
8-Jul-16,4029.7495
7-Jul-16,3969.1926
6-Jul-16,3972.2637
5-Jul-16,3949.7188
1-Jul-16,3976.678
30-Jun-16,3968.2058
29-Jun-16,3915.1006
28-Jun-16,3849.0454
27-Jun-16,3781.0151
24-Jun-16,3850.6995
23-Jun-16,3994.1797
22-Jun-16,3941.4543
21-Jun-16,3947.9387
20-Jun-16,3936.9116
17-Jun-16,3914.1489
16-Jun-16,3926.9304
15-Jun-16,3914.0232
14-Jun-16,3920.929
13-Jun-16,3927.7268
10-Jun-16,3958.6799
9-Jun-16,3995.2803
8-Jun-16,4001.9817
7-Jun-16,3987.9626
6-Jun-16,3982.7422
3-Jun-16,3963.2332
2-Jun-16,3974.7595
1-Jun-16,3963.0989
31-May-16,3957.9504
27-May-16,3961.6655
26-May-16,3944.0505
25-May-16,3944.3254
24-May-16,3916.7673
23-May-16,3863.8152
20-May-16,3871.75
19-May-16,3847.9739
18-May-16,3862.2495
17-May-16,3860.8811
16-May-16,3896.3555
13-May-16,3858.1699
12-May-16,3890.8479
11-May-16,3891.1301
10-May-16,3926.626
9-May-16,3878.1409
6-May-16,3875.1836
5-May-16,3862.4021
4-May-16,3862.3958
3-May-16,3884.6282
2-May-16,3918.5271
29-Apr-16,3888.1267
28-Apr-16,3907.8816
27-Apr-16,3944.021
26-Apr-16,3937.2271
25-Apr-16,3929.8784
22-Apr-16,3937.0024
21-Apr-16,3936.8022
20-Apr-16,3957.2466
19-Apr-16,3954.0112
18-Apr-16,3941.8557
15-Apr-16,3916.1682
14-Apr-16,3920.0269
13-Apr-16,3918.9531
12-Apr-16,3879.4155
11-Apr-16,3842.1665
8-Apr-16,3852.7244
7-Apr-16,3841.9807
6-Apr-16,3888.4121
5-Apr-16,3846.5857
4-Apr-16,3886.0032
1-Apr-16,3897.6619
31-Mar-16,3873.1118
30-Mar-16,3881.0144
29-Mar-16,3863.8042
28-Mar-16,3829.2568
24-Mar-16,3827.135
23-Mar-16,3828.5796
22-Mar-16,3853.1777
21-Mar-16,3855.97
18-Mar-16,3852.1516
17-Mar-16,3835.2632
16-Mar-16,3810.0901
15-Mar-16,3788.6216
14-Mar-16,3795.5286
11-Mar-16,3800.0735
10-Mar-16,3737.7371
9-Mar-16,3736.9207
8-Mar-16,3717.4941
7-Mar-16,3759.0498
4-Mar-16,3755.4746
3-Mar-16,3743.0222
2-Mar-16,3729.5916
1-Mar-16,3713.696
29-Feb-16,3627.0586
26-Feb-16,3656.4163
25-Feb-16,3662.8394
24-Feb-16,3620.8738
23-Feb-16,3604.6841
22-Feb-16,3649.9204
19-Feb-16,3597.9165
18-Feb-16,3597.49
17-Feb-16,3614.1626
16-Feb-16,3555.1987
12-Feb-16,3496.2847
11-Feb-16,3428.9856
10-Feb-16,3471.0388
9-Feb-16,3470.5042
8-Feb-16,3472.0759
5-Feb-16,3521.5979
4-Feb-16,3587.7114
3-Feb-16,3581.5286
2-Feb-16,3562.5176
1-Feb-16,3630.4592
29-Jan-16,3631.959
28-Jan-16,3544.1333
27-Jan-16,3524.3333
26-Jan-16,3562.8069
25-Jan-16,3513.1089
22-Jan-16,3568.9023
21-Jan-16,3497.9368
20-Jan-16,3479.751
19-Jan-16,3520.4026
15-Jan-16,3518.512
14-Jan-16,3596.0291
13-Jan-16,3536.9192
12-Jan-16,3627.0635
11-Jan-16,3598.9739
8-Jan-16,3595.9055
7-Jan-16,3635.2925
6-Jan-16,3723.4387
5-Jan-16,3771.5701
4-Jan-16,3763.9863
31-Dec-15,3821.603
30-Dec-15,3857.8987
29-Dec-15,3885.5522
28-Dec-15,3843.9353
24-Dec-15,3852.3142
23-Dec-15,3858.4746
22-Dec-15,3810.8459
21-Dec-15,3777.1538
18-Dec-15,3747.5581
17-Dec-15,3815.4595
16-Dec-15,3873.1191
15-Dec-15,3817.3604
14-Dec-15,3777.2195
11-Dec-15,3759.0908
10-Dec-15,3832.9338
9-Dec-15,3823.9038
8-Dec-15,3853.4773
7-Dec-15,3878.3066
4-Dec-15,3905.3145
3-Dec-15,3826.7375
2-Dec-15,3882.3828
1-Dec-15,3924.6279
30-Nov-15,3882.8425
27-Nov-15,3900.7424
25-Nov-15,3897.574
24-Nov-15,3897.6658
23-Nov-15,3892.8015
20-Nov-15,3897.4526
19-Nov-15,3882.0613
18-Nov-15,3886.2637
17-Nov-15,3824.1399
16-Nov-15,3828.4563
13-Nov-15,3771.585
12-Nov-15,3814.2932
11-Nov-15,3867.7117
10-Nov-15,3880.2263
9-Nov-15,3873.3716
6-Nov-15,3910.9829
5-Nov-15,3911.8933
4-Nov-15,3915.521
3-Nov-15,3928.052
2-Nov-15,3917.303
30-Oct-15,3871.3298
29-Oct-15,3890.0364
28-Oct-15,3891.3506
27-Oct-15,3845.4482
26-Oct-15,3855.2937
23-Oct-15,3862.6545
22-Oct-15,3820.4912
21-Oct-15,3757.9087
20-Oct-15,3779.436
19-Oct-15,3784.7241
16-Oct-15,3783.6384
15-Oct-15,3766.4268
14-Oct-15,3711.1079
13-Oct-15,3728.4768
12-Oct-15,3753.7285
9-Oct-15,3748.9585
8-Oct-15,3746.124
7-Oct-15,3713.3601
6-Oct-15,3682.3335
5-Oct-15,3695.6064
2-Oct-15,3629.0386
1-Oct-15,3577.4714
30-Sep-15,3570.1714
29-Sep-15,3503.125
28-Sep-15,3498.6135
25-Sep-15,3589.7095
24-Sep-15,3591.3704
23-Sep-15,3603.4854
22-Sep-15,3610.7039
21-Sep-15,3655.6365
18-Sep-15,3638.9851
17-Sep-15,3698.7437
16-Sep-15,3707.6248
15-Sep-15,3675.4814
14-Sep-15,3628.8694
11-Sep-15,3643.5413
10-Sep-15,3626.1438
9-Sep-15,3606.8044
8-Sep-15,3657.3235
4-Sep-15,3567.4131
3-Sep-15,3622.658
2-Sep-15,3618.2512
1-Sep-15,3552.655
31-Aug-15,3660.7512
28-Aug-15,3691.2983
27-Aug-15,3688.5967
26-Aug-15,3600.7285
25-Aug-15,3465.1853
24-Aug-15,3512.6455
21-Aug-15,3656.6672
20-Aug-15,3776.3567
19-Aug-15,3857.7444
18-Aug-15,3889.5999
17-Aug-15,3899.1028
14-Aug-15,3878.1633
13-Aug-15,3863.0315
12-Aug-15,3867.373
11-Aug-15,3862.8147
10-Aug-15,3899.3647
7-Aug-15,3849.958
6-Aug-15,3860.9185
5-Aug-15,3889.9895
4-Aug-15,3876.4402
3-Aug-15,3885.0691
31-Jul-15,3895.7998
30-Jul-15,3904.6353
29-Jul-15,3904.2063
28-Jul-15,3875.366
27-Jul-15,3827.9277
24-Jul-15,3850.1501
23-Jul-15,3891.7869
22-Jul-15,3913.748
21-Jul-15,3922.7046
20-Jul-15,3939.3489
17-Jul-15,3936.2185
16-Jul-15,3931.855
15-Jul-15,3900.498
14-Jul-15,3903.3083
13-Jul-15,3885.9741
10-Jul-15,3843.0974
9-Jul-15,3796.2629
8-Jul-15,3787.6704
7-Jul-15,3850.6606
6-Jul-15,3827.3462
2-Jul-15,3842.0559
1-Jul-15,3843.2559
30-Jun-15,3815.8528
29-Jun-15,3805.5049
26-Jun-15,3886.21
25-Jun-15,3887.0374
24-Jun-15,3898.4749
23-Jun-15,3927.2295
22-Jun-15,3924.4065
19-Jun-15,3900.6355
18-Jun-15,3921.4275
17-Jun-15,3882.4861
16-Jun-15,3874.7344
15-Jun-15,3852.7488
12-Jun-15,3870.5642
11-Jun-15,3897.5867
10-Jun-15,3889.6968
9-Jun-15,3843.156
8-Jun-15,3841.4492
5-Jun-15,3865.8269
4-Jun-15,3871.2346
3-Jun-15,3904.8328
2-Jun-15,3895.8499
1-Jun-15,3899.5857
29-May-15,3891.1785
28-May-15,3915.8191
27-May-15,3920.1057
26-May-15,3883.875
22-May-15,3924.1621
21-May-15,3932.8965
20-May-15,3923.1792
19-May-15,3926.4089
18-May-15,3928.1504
15-May-15,3915.9937
14-May-15,3912.5159
13-May-15,3870.3584
12-May-15,3870.6892
11-May-15,3881.9319
8-May-15,3901.0068
7-May-15,3849.127
6-May-15,3833.6958
5-May-15,3849.4138
4-May-15,3895.1611
1-May-15,3883.7471
30-Apr-15,3841.7761
29-Apr-15,3880.9004
28-Apr-15,3895.2126
27-Apr-15,3884.0984
24-Apr-15,3900.2407
23-Apr-15,3891.4565
22-Apr-15,3881.9292
21-Apr-15,3862.1521
20-Apr-15,3867.8154
17-Apr-15,3832.3296
16-Apr-15,3876.1704
15-Apr-15,3879.0957
14-Apr-15,3859.2241
13-Apr-15,3852.9336
10-Apr-15,3870.3147
9-Apr-15,3850.293
8-Apr-15,3833.2004
7-Apr-15,3821.4851
6-Apr-15,3829.3103
2-Apr-15,3804.1448
1-Apr-15,3790.6577
31-Mar-15,3805.2712
30-Mar-15,3838.6526
27-Mar-15,3791.8987
26-Mar-15,3782.2119
25-Mar-15,3791.1255
24-Mar-15,3847.0542
23-Mar-15,3870.4922
20-Mar-15,3877.2554
19-Mar-15,3842.6223
18-Mar-15,3861.3889
17-Mar-15,3814.9121
16-Mar-15,3827.6155
13-Mar-15,3776.4368
12-Mar-15,3799.4329
11-Mar-15,3751.2046
10-Mar-15,3757.832
9-Mar-15,3822.4199
6-Mar-15,3807.042
5-Mar-15,3861.292
4-Mar-15,3856.5059
3-Mar-15,3872.7146
2-Mar-15,3890.3247
27-Feb-15,3866.4167
26-Feb-15,3877.8518
25-Feb-15,3882.9451
24-Feb-15,3885.2749
23-Feb-15,3874.458
20-Feb-15,3875.6006
19-Feb-15,3851.5256
18-Feb-15,3854.9961
17-Feb-15,3856.0415
13-Feb-15,3849.2861
12-Feb-15,3833.3542
11-Feb-15,3795.8203
10-Feb-15,3794.6204
9-Feb-15,3754.3618
6-Feb-15,3770.1958
5-Feb-15,3782.1125
4-Feb-15,3742.8396
3-Feb-15,3757.3362
2-Feb-15,3703.7686
30-Jan-15,3656.2844
29-Jan-15,3704.3503
28-Jan-15,3669.1025
27-Jan-15,3718.9851
26-Jan-15,3769.448
23-Jan-15,3759.7593
22-Jan-15,3780.5088
21-Jan-15,3723.6238
20-Jan-15,3705.645
16-Jan-15,3699.7888
15-Jan-15,3650.7373
14-Jan-15,3684.7234
13-Jan-15,3706.1531
12-Jan-15,3715.3586
9-Jan-15,3745.6677
8-Jan-15,3777.4021
7-Jan-15,3710.9414
6-Jan-15,3667.1377
5-Jan-15,3700.0334
2-Jan-15,3768.6797
31-Dec-14,3769.4402
30-Dec-14,3808.6887
29-Dec-14,3826.9546
26-Dec-14,3822.9995
24-Dec-14,3810.3911
23-Dec-14,3810.7764
22-Dec-14,3803.9431
19-Dec-14,3788.9741
18-Dec-14,3771.717
17-Dec-14,3682.6963
16-Dec-14,3609.062
15-Dec-14,3639.9695
12-Dec-14,3663.0974
11-Dec-14,3723.3181
10-Dec-14,3705.5073
9-Dec-14,3766.832
8-Dec-14,3767.7007
5-Dec-14,3794.6799
4-Dec-14,3788.3445
3-Dec-14,3792.6882
2-Dec-14,3777.469
1-Dec-14,3753.3118
28-Nov-14,3778.9597
26-Nov-14,3788.4158
25-Nov-14,3776.9436
24-Nov-14,3780.8811
21-Nov-14,3770.033
20-Nov-14,3749.8682
19-Nov-14,3742.3457
18-Nov-14,3747.7375
17-Nov-14,3727.8552
14-Nov-14,3724.9216
13-Nov-14,3723.5823
12-Nov-14,3721.2969
11-Nov-14,3722.8406
10-Nov-14,3720.2473
7-Nov-14,3708.458
6-Nov-14,3706.4458
5-Nov-14,3691.3789
4-Nov-14,3669.1807
3-Nov-14,3679.5798
31-Oct-14,3679.9875
30-Oct-14,3637.304
29-Oct-14,3614.5251
28-Oct-14,3619.1643
27-Oct-14,3576.4734
24-Oct-14,3581.8201
23-Oct-14,3556.6968
22-Oct-14,3513.4661
21-Oct-14,3538.9016
20-Oct-14,3470.8936
17-Oct-14,3439.387
16-Oct-14,3395.6375
15-Oct-14,3395.0342
14-Oct-14,3422.4299
13-Oct-14,3417.0137
10-Oct-14,3474.2349
9-Oct-14,3514.1165
8-Oct-14,3588.0696
7-Oct-14,3525.2944
6-Oct-14,3579.4214
3-Oct-14,3584.9353
2-Oct-14,3545.2974
1-Oct-14,3544.9778
30-Sep-14,3592.2463
29-Sep-14,3602.0938
26-Sep-14,3610.9807
25-Sep-14,3579.6111
24-Sep-14,3638.4446
23-Sep-14,3610.0996
22-Sep-14,3630.7024
19-Sep-14,3660.0276
18-Sep-14,3661.7327
17-Sep-14,3643.3979
16-Sep-14,3638.5957
15-Sep-14,3611.5222
12-Sep-14,3614.0562
11-Sep-14,3635.657
10-Sep-14,3631.4492
9-Sep-14,3617.8872
8-Sep-14,3641.6638
5-Sep-14,3652.2576
4-Sep-14,3633.8723
3-Sep-14,3639.3518
2-Sep-14,3641.5215
29-Aug-14,3643.3394
28-Aug-14,3630.9822
27-Aug-14,3636.6438
26-Aug-14,3635.7085
25-Aug-14,3631.8633
22-Aug-14,3614.5027
21-Aug-14,3621.2305
20-Aug-14,3610.4895
19-Aug-14,3601.3335
18-Aug-14,3582.7048
15-Aug-14,3552.1731
14-Aug-14,3551.9658
13-Aug-14,3536.4197
12-Aug-14,3511.9619
11-Aug-14,3517.533
8-Aug-14,3507.2114
7-Aug-14,3467.1401
6-Aug-14,3485.6653
5-Aug-14,3484.5615
4-Aug-14,3518.3064
1-Aug-14,3493.1758
31-Jul-14,3503.1938
30-Jul-14,3574.4539
29-Jul-14,3573.6475
28-Jul-14,3589.729
25-Jul-14,3588.6833
24-Jul-14,3606.1038
23-Jul-14,3604.2981
22-Jul-14,3597.9482
21-Jul-14,3579.99
18-Jul-14,3588.2056
17-Jul-14,3551.7295
16-Jul-14,3593.9092
15-Jul-14,3578.4609
14-Jul-14,3585.3694
11-Jul-14,3568.0779
10-Jul-14,3562.4946
9-Jul-14,3577.2847
8-Jul-14,3560.5295
7-Jul-14,3584.7466
3-Jul-14,3598.7317
2-Jul-14,3579.1101
1-Jul-14,3576.5464
30-Jun-14,3552.1816
27-Jun-14,3553.3452
26-Jun-14,3546.3816
25-Jun-14,3549.9583
24-Jun-14,3532.5703
23-Jun-14,3555.1377
20-Jun-14,3555.604
19-Jun-14,3549.4436
18-Jun-14,3544.4175
17-Jun-14,3517.2317
16-Jun-14,3509.5371
13-Jun-14,3506.5815
12-Jun-14,3495.5679
11-Jun-14,3519.5205
10-Jun-14,3531.6187
9-Jun-14,3532.4653
6-Jun-14,3528.9785
5-Jun-14,3512.2119
4-Jun-14,3489.2112
3-Jun-14,3482.002
2-Jun-14,3483.136
30-May-14,3480.2876
29-May-14,3473.8574
28-May-14,3454.8772
27-May-14,3458.1931
23-May-14,3437.5823
22-May-14,3422.9917
21-May-14,3414.4473
20-May-14,3386.4841
19-May-14,3408.5234
16-May-14,3395.209
15-May-14,3382.5222
14-May-14,3413.8406
13-May-14,3429.2976
12-May-14,3427.0127
9-May-14,3394.0522
8-May-14,3388.2935
7-May-14,3392.0955
6-May-14,3371.7236
5-May-14,3402.2266
2-May-14,3395.6079
1-May-14,3400.2024
30-Apr-14,3400.4648
29-Apr-14,3390.1633
28-Apr-14,3374.0371
25-Apr-14,3362.9453
24-Apr-14,3390.395
23-Apr-14,3384.4995
22-Apr-14,3391.5796
21-Apr-14,3377.7512
17-Apr-14,3364.9966
16-Apr-14,3360.2654
15-Apr-14,3325.304
14-Apr-14,3302.9785
11-Apr-14,3276.0359
