,SPXTR
10-Apr-14,3307.0779
9-Apr-14,3377.6108
8-Apr-14,3340.8438
7-Apr-14,3327.2688
4-Apr-14,3363.4058
3-Apr-14,3405.9976
2-Apr-14,3409.7964
1-Apr-14,3399.5076
31-Mar-14,3375.5129
28-Mar-14,3348.8296
27-Mar-14,3333.2341
26-Mar-14,3338.9998
25-Mar-14,3362.4409
24-Mar-14,3347.3621
21-Mar-14,3363.7188
20-Mar-14,3373.5989
19-Mar-14,3353.2942
18-Mar-14,3373.9827
17-Mar-14,3349.7122
14-Mar-14,3317.8054
13-Mar-14,3327.1089
12-Mar-14,3366.0713
11-Mar-14,3364.1724
10-Mar-14,3381.2195
7-Mar-14,3382.5732
6-Mar-14,3380.4919
5-Mar-14,3374.0996
4-Mar-14,3373.6394
3-Mar-14,3322.8518
28-Feb-14,3347.376
27-Feb-14,3338.0505
26-Feb-14,3321.1494
25-Feb-14,3320.4304
24-Feb-14,3324.8386
21-Feb-14,3304.364
20-Feb-14,3310.2666
19-Feb-14,3289.8342
18-Feb-14,3311.2747
14-Feb-14,3306.9199
13-Feb-14,3290.8191
12-Feb-14,3271.4702
11-Feb-14,3270.7393
10-Feb-14,3234.7856
7-Feb-14,3229.6436
6-Feb-14,3187.2524
5-Feb-14,3146.4941
4-Feb-14,3151.9365
3-Feb-14,3127.8652
31-Jan-14,3200.9519
30-Jan-14,3221.7783
29-Jan-14,3185.7014
28-Jan-14,3218.2146
27-Jan-14,3198.571
24-Jan-14,3214.1272
23-Jan-14,3282.6399
22-Jan-14,3312.042
21-Jan-14,3309.7407
17-Jan-14,3300.5112
16-Jan-14,3313.3608
15-Jan-14,3317.7456
14-Jan-14,3300.6096
13-Jan-14,3265.2698
10-Jan-14,3306.4912
9-Jan-14,3298.8694
8-Jan-14,3297.7373
7-Jan-14,3297.4492
6-Jan-14,3277.4834
3-Jan-14,3285.6831
2-Jan-14,3286.6873
31-Dec-13,3315.5852
30-Dec-13,3302.304
27-Dec-13,3302.656
26-Dec-13,3303.1509
24-Dec-13,3287.5483
23-Dec-13,3277.6223
20-Dec-13,3259.7939
19-Dec-13,3244.1538
18-Dec-13,3245.5881
17-Dec-13,3192.3293
16-Dec-13,3202.2209
13-Dec-13,3182.0725
12-Dec-13,3182.3301
11-Dec-13,3193.52
10-Dec-13,3229.7151
9-Dec-13,3239.9924
6-Dec-13,3233.9934
5-Dec-13,3197.7593
4-Dec-13,3211.5876
3-Dec-13,3214.9541
2-Dec-13,3225.0593
29-Nov-13,3233.7202
27-Nov-13,3236.1377
26-Nov-13,3227.3596
25-Nov-13,3226.532
22-Nov-13,3230.5435
21-Nov-13,3214.1616
20-Nov-13,3188.0354
19-Nov-13,3199.5105
18-Nov-13,3205.4636
15-Nov-13,3217.1975
14-Nov-13,3203.6497
13-Nov-13,3187.6411
12-Nov-13,3161.1028
11-Nov-13,3168.4058
8-Nov-13,3166.105
7-Nov-13,3124.1191
6-Nov-13,3165.1255
5-Nov-13,3149.9578
4-Nov-13,3158.4741
1-Nov-13,3147.2131
31-Oct-13,3138.0901
30-Oct-13,3149.9253
29-Oct-13,3165.1074
28-Oct-13,3147.3591
25-Oct-13,3143.156
24-Oct-13,3129.4087
23-Oct-13,3119.197
22-Oct-13,3133.9756
21-Oct-13,3116.0894
18-Oct-13,3115.7705
17-Oct-13,3095.4197
16-Oct-13,3074.542
15-Oct-13,3032.2729
14-Oct-13,3053.8352
11-Oct-13,3041.4253
10-Oct-13,3022.4277
9-Oct-13,2957.3987
8-Oct-13,2955.4104
7-Oct-13,2991.3855
4-Oct-13,3017.0503
3-Oct-13,2995.8118
2-Oct-13,3022.9514
1-Oct-13,3024.3799
30-Sep-13,3000.1785
27-Sep-13,3018.2356
26-Sep-13,3030.4119
25-Sep-13,3019.3076
24-Sep-13,3027.5171
23-Sep-13,3035.0854
20-Sep-13,3049.4709
19-Sep-13,3071.614
18-Sep-13,3076.8074
17-Sep-13,3039.7546
16-Sep-13,3026.9392
13-Sep-13,3009.7886
12-Sep-13,3001.6167
11-Sep-13,3010.9363
10-Sep-13,3001.3586
9-Sep-13,2979.4536
6-Sep-13,2949.7981
5-Sep-13,2949.2686
4-Sep-13,2945.6167
3-Sep-13,2921.228
30-Aug-13,2908.9551
29-Aug-13,2917.9644
28-Aug-13,2911.8274
27-Aug-13,2903.2881
26-Aug-13,2950.1321
23-Aug-13,2962.0591
22-Aug-13,2949.9573
21-Aug-13,2924.7266
20-Aug-13,2941.5798
19-Aug-13,2930.2661
16-Aug-13,2947.4629
15-Aug-13,2957.0833
14-Aug-13,2999.4229
13-Aug-13,3014.4309
12-Aug-13,3005.417
9-Aug-13,3008.7903
8-Aug-13,3019.0044
7-Aug-13,3006.6311
6-Aug-13,3017.1555
5-Aug-13,3034.4299
2-Aug-13,3038.6296
1-Aug-13,3033.5874
31-Jul-13,2995.7161
30-Jul-13,2995.678
29-Jul-13,2994.4546
26-Jul-13,3005.5071
25-Jul-13,3003.0078
24-Jul-13,2995.2961
23-Jul-13,3006.7175
22-Jul-13,3012.2974
19-Jul-13,3006.1294
18-Jul-13,3001.2095
17-Jul-13,2985.8523
16-Jul-13,2977.2605
15-Jul-13,2988.3472
12-Jul-13,2984.2358
11-Jul-13,2975.0576
10-Jul-13,2934.9683
9-Jul-13,2934.3105
8-Jul-13,2913.2026
5-Jul-13,2897.116
3-Jul-13,2867.854
2-Jul-13,2865.4763
1-Jul-13,2866.4114
28-Jun-13,2850.6624
27-Jun-13,2862.9182
26-Jun-13,2845.0374
25-Jun-13,2817.4373
24-Jun-13,2790.6599
21-Jun-13,2824.9653
20-Jun-13,2817.4353
19-Jun-13,2889.2522
18-Jun-13,2929.8127
17-Jun-13,2907.115
14-Jun-13,2885.2439
13-Jun-13,2902.3169
12-Jun-13,2859.6172
11-Jun-13,2883.0735
10-Jun-13,2912.6277
7-Jun-13,2913.459
6-Jun-13,2876.501
5-Jun-13,2851.8889
4-Jun-13,2891.0154
3-Jun-13,2906.9121
31-May-13,2889.4644
30-May-13,2931.3926
29-May-13,2920.1848
28-May-13,2940.4512
24-May-13,2921.8777
23-May-13,2923.4255
22-May-13,2931.5764
21-May-13,2955.6951
20-May-13,2950.5308
17-May-13,2952.5596
16-May-13,2922.3967
15-May-13,2936.9819
14-May-13,2921.1233
13-May-13,2891.1724
10-May-13,2890.7712
9-May-13,2878.3008
8-May-13,2887.6077
7-May-13,2874.4617
6-May-13,2859.344
3-May-13,2853.8843
2-May-13,2823.8213
1-May-13,2797.2795
30-Apr-13,2823.4194
29-Apr-13,2816.3901
26-Apr-13,2796.2385
25-Apr-13,2801.2783
24-Apr-13,2789.9316
23-Apr-13,2789.5571
22-Apr-13,2760.7986
19-Apr-13,2747.939
18-Apr-13,2723.7239
17-Apr-13,2742.0129
16-Apr-13,2781.855
15-Apr-13,2742.6274
12-Apr-13,2807.0977
11-Apr-13,2815.0186
10-Apr-13,2804.8062
9-Apr-13,2770.842
8-Apr-13,2761.0491
5-Apr-13,2742.8569
4-Apr-13,2754.6699
3-Apr-13,2743.3796
2-Apr-13,2772.1118
1-Apr-13,2757.8259
28-Mar-13,2770.0498
27-Mar-13,2758.8523
26-Mar-13,2760.3208
25-Mar-13,2738.0806
22-Mar-13,2747.2461
21-Mar-13,2727.6895
20-Mar-13,2750.4165
19-Mar-13,2732.0903
18-Mar-13,2738.6777
15-Mar-13,2753.8218
14-Mar-13,2758.2993
13-Mar-13,2742.8733
12-Mar-13,2738.354
11-Mar-13,2744.8118
8-Mar-13,2735.6694
7-Mar-13,2723.272
6-Mar-13,2718.0708
5-Mar-13,2714.3521
4-Mar-13,2688.5437
1-Mar-13,2676.1753
28-Feb-13,2669.9192
27-Feb-13,2672.1062
26-Feb-13,2637.8943
25-Feb-13,2621.4624
22-Feb-13,2670.3564
21-Feb-13,2646.7456
20-Feb-13,2662.9363
19-Feb-13,2696.2649
15-Feb-13,2676.2083
14-Feb-13,2678.7693
13-Feb-13,2676.6006
12-Feb-13,2673.7676
11-Feb-13,2669.366
8-Feb-13,2670.8523
7-Feb-13,2655.8364
6-Feb-13,2659.553
5-Feb-13,2657.7642
4-Feb-13,2630.051
1-Feb-13,2660.699
31-Jan-13,2634.1606
30-Jan-13,2640.77
29-Jan-13,2650.4297
28-Jan-13,2636.8306
25-Jan-13,2641.6411
24-Jan-13,2627.3286
23-Jan-13,2627.229
22-Jan-13,2623.2207
18-Jan-13,2611.5447
17-Jan-13,2602.6404
16-Jan-13,2588.0166
15-Jan-13,2587.1997
14-Jan-13,2584.2683
11-Jan-13,2586.6855
10-Jan-13,2586.5222
9-Jan-13,2567.0178
8-Jan-13,2560.1721
7-Jan-13,2567.6294
4-Jan-13,2575.6587
3-Jan-13,2563.1865
2-Jan-13,2568.5525
31-Dec-12,2504.4431
28-Dec-12,2462.7065
27-Dec-12,2489.9722
26-Dec-12,2492.5442
24-Dec-12,2504.5107
21-Dec-12,2510.3186
20-Dec-12,2533.9075
19-Dec-12,2519.5413
18-Dec-12,2538.7161
17-Dec-12,2509.8428
14-Dec-12,2480.3567
13-Dec-12,2490.5627
12-Dec-12,2505.7556
11-Dec-12,2504.0762
10-Dec-12,2487.7769
7-Dec-12,2486.8357
6-Dec-12,2479.4026
5-Dec-12,2470.5923
4-Dec-12,2465.8992
3-Dec-12,2470.0718
30-Nov-12,2481.822
29-Nov-12,2481.4204
28-Nov-12,2470.4675
27-Nov-12,2450.4775
26-Nov-12,2463.1189
23-Nov-12,2468.0569
21-Nov-12,2435.9714
20-Nov-12,2430.2937
19-Nov-12,2428.4734
16-Nov-12,2381.0186
15-Nov-12,2369.3198
14-Nov-12,2372.9375
13-Nov-12,2405.3794
12-Nov-12,2414.2385
9-Nov-12,2413.9248
8-Nov-12,2409.7212
7-Nov-12,2439.4756
6-Nov-12,2496.4585
5-Nov-12,2476.9395
2-Nov-12,2471.3
1-Nov-12,2494.6653
31-Oct-12,2467.5078
26-Oct-12,2466.8005
25-Oct-12,2468.5962
24-Oct-12,2461.1768
23-Oct-12,2468.7771
22-Oct-12,2504.9587
19-Oct-12,2503.8025
18-Oct-12,2545.9468
17-Oct-12,2552.0479
16-Oct-12,2541.2832
15-Oct-12,2515.4409
12-Oct-12,2495.2805
11-Oct-12,2502.6563
10-Oct-12,2501.7473
9-Oct-12,2517.1382
8-Oct-12,2542.2056
5-Oct-12,2551.0249
4-Oct-12,2550.9844
3-Oct-12,2532.7903
2-Oct-12,2523.0793
1-Oct-12,2520.7112
28-Sep-12,2513.9258
27-Sep-12,2525.2256
26-Sep-12,2500.918
25-Sep-12,2514.8318
24-Sep-12,2541.2268
21-Sep-12,2546.9226
20-Sep-12,2547.1067
19-Sep-12,2548.1118
18-Sep-12,2545.0452
17-Sep-12,2548.2566
14-Sep-12,2556.1321
13-Sep-12,2546.0308
12-Sep-12,2504.8408
11-Sep-12,2498.9519
10-Sep-12,2491.115
7-Sep-12,2506.3665
6-Sep-12,2496.1235
5-Sep-12,2445.8054
4-Sep-12,2447.7981
31-Aug-12,2450.5981
30-Aug-12,2438.1985
29-Aug-12,2457.0454
28-Aug-12,2454.3887
27-Aug-12,2456.2178
24-Aug-12,2457.4016
23-Aug-12,2441.2886
22-Aug-12,2461.1194
21-Aug-12,2460.4053
20-Aug-12,2468.9941
17-Aug-12,2468.9985
16-Aug-12,2464.3816
15-Aug-12,2446.8167
14-Aug-12,2443.1587
13-Aug-12,2443.0464
10-Aug-12,2445.6433
9-Aug-12,2440.2258
8-Aug-12,2438.1587
7-Aug-12,2435.8782
6-Aug-12,2423.4595
3-Aug-12,2417.7722
2-Aug-12,2372.3083
1-Aug-12,2389.7344
31-Jul-12,2396.6194
30-Jul-12,2406.989
27-Jul-12,2408.0684
26-Jul-12,2362.8474
25-Jul-12,2324.3333
24-Jul-12,2325.0205
23-Jul-12,2346.2207
20-Jul-12,2367.2632
19-Jul-12,2391.2725
18-Jul-12,2384.5437
17-Jul-12,2368.3635
16-Jul-12,2350.9438
13-Jul-12,2356.3977
12-Jul-12,2318.0933
11-Jul-12,2329.708
10-Jul-12,2329.4585
9-Jul-12,2348.5171
6-Jul-12,2352.3435
5-Jul-12,2373.9121
3-Jul-12,2385.0557
2-Jul-12,2369.7495
29-Jun-12,2363.7888
28-Jun-12,2306.2227
27-Jun-12,2310.9812
26-Jun-12,2289.8586
25-Jun-12,2278.981
22-Jun-12,2315.6509
21-Jun-12,2299.1563
20-Jun-12,2351.1396
19-Jun-12,2355.0144
18-Jun-12,2332.0664
15-Jun-12,2328.6604
14-Jun-12,2304.8293
13-Jun-12,2280.1292
12-Jun-12,2295.4009
11-Jun-12,2268.9392
8-Jun-12,2297.8152
7-Jun-12,2279.2771
6-Jun-12,2279.4177
5-Jun-12,2227.4531
4-Jun-12,2214.7012
1-Jun-12,2214.4065
31-May-12,2270.2495
30-May-12,2275.1858
29-May-12,2307.571
25-May-12,2281.9236
24-May-12,2286.8669
23-May-12,2283.3562
22-May-12,2279.4043
21-May-12,2278.2444
18-May-12,2242.2542
17-May-12,2258.9302
16-May-12,2293.2146
15-May-12,2302.5647
14-May-12,2315.4468
11-May-12,2341.2319
10-May-12,2348.928
9-May-12,2342.3093
8-May-12,2357.4524
7-May-12,2367.2639
4-May-12,2366.385
3-May-12,2405.1663
2-May-12,2423.2939
1-May-12,2429.0955
30-Apr-12,2415.418
27-Apr-12,2424.782
26-Apr-12,2418.8945
25-Apr-12,2402.7148
24-Apr-12,2370.0381
23-Apr-12,2361.3533
20-Apr-12,2381.3242
19-Apr-12,2378.4802
18-Apr-12,2392.5674
17-Apr-12,2402.2942
16-Apr-12,2365.6484
13-Apr-12,2366.8445
12-Apr-12,2396.6929
11-Apr-12,2364.0908
10-Apr-12,2346.2727
9-Apr-12,2387.032
5-Apr-12,2414.396
4-Apr-12,2415.0515
3-Apr-12,2439.8877
2-Apr-12,2449.0781
30-Mar-12,2430.6748
29-Mar-12,2421.7046
28-Mar-12,2425.553
27-Mar-12,2437.0063
26-Mar-12,2443.6401
23-Mar-12,2410.1648
22-Mar-12,2402.7068
21-Mar-12,2420.0193
20-Mar-12,2424.4624
19-Mar-12,2431.7263
16-Mar-12,2422.0945
15-Mar-12,2419.3718
14-Mar-12,2404.9814
13-Mar-12,2407.7878
12-Mar-12,2364.0967
9-Mar-12,2363.5579
8-Mar-12,2355.0122
7-Mar-12,2331.8899
6-Mar-12,2315.2126
5-Mar-12,2351.2756
2-Mar-12,2360.28
1-Mar-12,2367.8665
29-Feb-12,2353.2319
28-Feb-12,2364.0276
27-Feb-12,2355.7412
24-Feb-12,2352.3435
23-Feb-12,2348.1067
22-Feb-12,2337.6658
21-Feb-12,2345.4053
17-Feb-12,2343.666
16-Feb-12,2338.115
15-Feb-12,2312.2778
14-Feb-12,2323.998
13-Feb-12,2325.8142
10-Feb-12,2309.5967
9-Feb-12,2325.5605
8-Feb-12,2322.1057
7-Feb-12,2316.2659
6-Feb-12,2311.5532
3-Feb-12,2312.4863
2-Feb-12,2278.9165
1-Feb-12,2276.2427
31-Jan-12,2255.6914
30-Jan-12,2256.7188
27-Jan-12,2262.3477
26-Jan-12,2265.8425
25-Jan-12,2278.8269
24-Jan-12,2259.2173
23-Jan-12,2261.4741
20-Jan-12,2260.3743
19-Jan-12,2258.8044
18-Jan-12,2247.6387
17-Jan-12,2222.5879
13-Jan-12,2214.7271
12-Jan-12,2225.7422
11-Jan-12,2220.4849
10-Jan-12,2219.5752
9-Jan-12,2200.0015
6-Jan-12,2194.9829
5-Jan-12,2199.7319
4-Jan-12,2193.2751
3-Jan-12,2192.3989
30-Dec-11,2158.9377
29-Dec-11,2168.1174
28-Dec-11,2145.0945
27-Dec-11,2171.7073
23-Dec-11,2171.5029
22-Dec-11,2152.0361
21-Dec-11,2133.8574
20-Dec-11,2129.6716
19-Dec-11,2067.6689
16-Dec-11,2092.1836
15-Dec-11,2085.4355
14-Dec-11,2078.5078
13-Dec-11,2102.1472
12-Dec-11,2120.1536
9-Dec-11,2152.1453
8-Dec-11,2116.4067
7-Dec-11,2162.071
6-Dec-11,2157.0964
5-Dec-11,2154.6804
2-Dec-11,2132.6387
1-Dec-11,2133.0708
30-Nov-11,2137.0771
29-Nov-11,2048.0642
28-Nov-11,2042.8025
25-Nov-11,1984.5015
23-Nov-11,1989.5383
22-Nov-11,2034.4102
21-Nov-11,2042.707
18-Nov-11,2081.4231
17-Nov-11,2082.095
16-Nov-11,2117.6428
15-Nov-11,2152.7969
14-Nov-11,2142.0928
11-Nov-11,2162.4844
10-Nov-11,2121.1365
9-Nov-11,2102.7244
8-Nov-11,2182.6094
7-Nov-11,2155.9998
4-Nov-11,2142.3433
3-Nov-11,2155.8672
2-Nov-11,2115.6992
1-Nov-11,2081.9717
31-Oct-11,2141.8105
28-Oct-11,2196.1304
27-Oct-11,2195.2151
26-Oct-11,2122.3162
25-Oct-11,2100.1658
24-Oct-11,2143.1323
21-Oct-11,2115.8638
20-Oct-11,2076.7498
19-Oct-11,2067.2761
18-Oct-11,2093.4341
17-Oct-11,2051.5442
14-Oct-11,2091.9946
13-Oct-11,2056.2588
12-Oct-11,2062.2227
11-Oct-11,2041.8958
10-Oct-11,2040.7557
7-Oct-11,1973.4229
6-Oct-11,1989.6108
5-Oct-11,1953.6655
4-Oct-11,1918.3899
3-Oct-11,1875.9508
30-Sep-11,1930.7887
29-Sep-11,1980.2294
28-Sep-11,1964.1981
27-Sep-11,2005.1923
26-Sep-11,1983.9679
23-Sep-11,1938.7299
22-Sep-11,1926.7574
21-Sep-11,1990.2047
20-Sep-11,2050.3936
19-Sep-11,2053.7432
16-Sep-11,2074.0642
15-Sep-11,2062.2549
14-Sep-11,2027.0372
13-Sep-11,2000.0797
12-Sep-11,1981.2997
9-Sep-11,1967.4729
8-Sep-11,2021.4177
7-Sep-11,2043.0461
6-Sep-11,1985.6707
2-Sep-11,2000.4958
1-Sep-11,2052.2966
31-Aug-11,2076.7842
30-Aug-11,2066.3662
29-Aug-11,2061.0476
26-Aug-11,2004.109
25-Aug-11,1973.9624
24-Aug-11,2005.1333
23-Aug-11,1978.8947
22-Aug-11,1913.2725
19-Aug-11,1912.7727
18-Aug-11,1941.9198
17-Aug-11,2032.4143
16-Aug-11,2029.9231
15-Aug-11,2049.5134
12-Aug-11,2005.6738
11-Aug-11,1995.1371
10-Aug-11,1906.5345
9-Aug-11,1993.7614
8-Aug-11,1903.4745
5-Aug-11,2039.0443
4-Aug-11,2040.2025
3-Aug-11,2142.5647
2-Aug-11,2131.1033
1-Aug-11,2187.0029
29-Jul-11,2196.0796
28-Jul-11,2210.3289
27-Jul-11,2217.2876
26-Jul-11,2263.1453
25-Jul-11,2272.4741
22-Jul-11,2285.3433
21-Jul-11,2283.2268
20-Jul-11,2252.5247
19-Jul-11,2253.7107
18-Jul-11,2217.5454
15-Jul-11,2235.646
14-Jul-11,2223.2864
13-Jul-11,2238.2883
12-Jul-11,2231.1528
11-Jul-11,2241.0715
8-Jul-11,2282.323
7-Jul-11,2298.3105
6-Jul-11,2274.4214
5-Jul-11,2271.2886
1-Jul-11,2274.2578
30-Jun-11,2241.6628
29-Jun-11,2219.1978
28-Jun-11,2200.6841
27-Jun-11,2172.0791
24-Jun-11,2152.3103
23-Jun-11,2177.854
22-Jun-11,2184.0259
21-Jun-11,2198.1499
20-Jun-11,2168.7993
17-Jun-11,2157.1448
16-Jun-11,2150.5776
15-Jun-11,2146.4473
14-Jun-11,2184.4788
13-Jun-11,2157.1521
10-Jun-11,2154.9961
9-Jun-11,2185.5186
8-Jun-11,2169.5015
7-Jun-11,2178.1453
6-Jun-11,2180.1357
3-Jun-11,2203.8113
2-Jun-11,2225.3633
1-Jun-11,2227.9624
31-May-11,2279.6628
27-May-11,2255.7439
26-May-11,2246.1262
25-May-11,2236.7488
24-May-11,2229.4944
23-May-11,2231.3091
20-May-11,2258.2134
19-May-11,2275.707
18-May-11,2270.5654
17-May-11,2250.3479
16-May-11,2250.6072
13-May-11,2264.5171
12-May-11,2282.8447
11-May-11,2271.47
10-May-11,2295.7244
9-May-11,2277.3018
6-May-11,2266.9722
5-May-11,2258.0764
4-May-11,2278.6343
3-May-11,2293.9514
2-May-11,2301.7214
29-Apr-11,2305.7632
28-Apr-11,2300.4609
27-Apr-11,2292.1348
26-Apr-11,2277.511
25-Apr-11,2257.2385
21-Apr-11,2260.8357
20-Apr-11,2248.9038
19-Apr-11,2218.8633
18-Apr-11,2206.1521
15-Apr-11,2230.7046
14-Apr-11,2221.9866
13-Apr-11,2221.7722
12-Apr-11,2221.1213
11-Apr-11,2238.5068
8-Apr-11,2244.7351
7-Apr-11,2253.761
6-Apr-11,2257.1055
5-Apr-11,2251.2603
4-Apr-11,2251.6416
1-Apr-11,2250.5828
31-Mar-11,2239.4414
30-Mar-11,2243.5515
29-Mar-11,2228.4055
28-Mar-11,2212.3247
25-Mar-11,2218.4182
24-Mar-11,2211.4248
23-Mar-11,2190.9641
22-Mar-11,2184.5698
21-Mar-11,2192.0881
18-Mar-11,2159.6934
17-Mar-11,2150.425
16-Mar-11,2121.937
15-Mar-11,2164.062
14-Mar-11,2188.562
11-Mar-11,2201.8071
10-Mar-11,2185.6533
9-Mar-11,2227.7009
8-Mar-11,2230.3955
7-Mar-11,2210.2637
4-Mar-11,2228.7786
3-Mar-11,2245.3298
2-Mar-11,2207.2361
1-Mar-11,2203.315
28-Feb-11,2238.5508
25-Feb-11,2226.0476
24-Feb-11,2202.228
23-Feb-11,2203.8914
22-Feb-11,2217.3484
18-Feb-11,2263.7856
17-Feb-11,2259.4155
16-Feb-11,2252.2974
15-Feb-11,2237.8965
14-Feb-11,2244.8872
11-Feb-11,2239.0825
10-Feb-11,2226.51
9-Feb-11,2224.6411
8-Feb-11,2230.5889
7-Feb-11,2220.6025
4-Feb-11,2206.7966
3-Feb-11,2200.4229
2-Feb-11,2194.9443
1-Feb-11,2200.5415
31-Jan-11,2164.4004
28-Jan-11,2147.9463
27-Jan-11,2186.929
26-Jan-11,2181.9241
25-Jan-11,2172.6736
24-Jan-11,2172.031
21-Jan-11,2159.4297
20-Jan-11,2154.1824
19-Jan-11,2156.9739
18-Jan-11,2178.7197
14-Jan-11,2175.6826
13-Jan-11,2159.6599
12-Jan-11,2163.355
11-Jan-11,2143.8191
10-Jan-11,2135.8635
7-Jan-11,2138.8064
6-Jan-11,2142.7571
5-Jan-11,2146.4963
4-Jan-11,2135.5254
3-Jan-11,2138.3003
31-Dec-10,2114.2886
30-Dec-10,2114.6963
29-Dec-10,2117.834
28-Dec-10,2115.3225
27-Dec-10,2113.666
23-Dec-10,2112.373
22-Dec-10,2115.6943
21-Dec-10,2108.2644
20-Dec-10,2095.3245
17-Dec-10,2089.948
16-Dec-10,2088.1902
15-Dec-10,2075.2898
14-Dec-10,2085.9302
13-Dec-10,2083.9988
10-Dec-10,2083.5664
9-Dec-10,2071.1191
8-Dec-10,2063.0269
7-Dec-10,2054.8892
6-Dec-10,2053.8049
3-Dec-10,2056.3972
2-Dec-10,2050.9631
1-Dec-10,2024.9694
30-Nov-10,1981.8394
29-Nov-10,1993.834
26-Nov-10,1996.028
24-Nov-10,2010.5635
23-Nov-10,1980.894
22-Nov-10,2009.5189
19-Nov-10,2012.5875
18-Nov-10,2007.3806
17-Nov-10,1976.9993
16-Nov-10,1976.2555
15-Nov-10,2008.2474
12-Nov-10,2010.5685
11-Nov-10,2034.4845
10-Nov-10,2043.1573
9-Nov-10,2033.847
8-Nov-10,2049.6924
5-Nov-10,2053.7705
4-Nov-10,2045.6176
3-Nov-10,2006.5824
2-Nov-10,1998.8611
1-Nov-10,1983.4727
29-Oct-10,1981.5853
28-Oct-10,1982.4534
27-Oct-10,1980.0525
26-Oct-10,1985.1309
25-Oct-10,1985.1051
22-Oct-10,1980.8315
21-Oct-10,1976.1232
20-Oct-10,1972.5115
19-Oct-10,1951.6707
18-Oct-10,1983.1683
15-Oct-10,1968.8724
14-Oct-10,1964.8972
13-Oct-10,1972.076
12-Oct-10,1957.922
11-Oct-10,1950.4675
8-Oct-10,1950.1801
7-Oct-10,1938.3075
6-Oct-10,1941.5023
5-Oct-10,1941.8186
4-Oct-10,1902.1487
1-Oct-10,1917.4222
30-Sep-10,1908.9513
29-Sep-10,1914.8378
28-Sep-10,1919.5852
27-Sep-10,1909.9799
24-Sep-10,1920.8427
23-Sep-10,1880.9718
22-Sep-10,1896.7719
21-Sep-10,1905.7361
20-Sep-10,1910.6001
17-Sep-10,1881.9288
16-Sep-10,1880.3684
15-Sep-10,1880.7427
14-Sep-10,1874.0712
13-Sep-10,1875.4056
10-Sep-10,1854.1049
9-Sep-10,1845.0944
8-Sep-10,1836.2063
7-Sep-10,1824.0474
3-Sep-10,1845.1035
2-Sep-10,1820.979
1-Sep-10,1804.4554
31-Aug-10,1752.5459
30-Aug-10,1751.7935
27-Aug-10,1777.6001
26-Aug-10,1748.1365
25-Aug-10,1761.6215
24-Aug-10,1755.6486
23-Aug-10,1781.4705
20-Aug-10,1788.6718
19-Aug-10,1795.2437
18-Aug-10,1826.1421
17-Aug-10,1823.1827
16-Aug-10,1800.7001
13-Aug-10,1800.3876
12-Aug-10,1807.6055
11-Aug-10,1817.1265
10-Aug-10,1868.88
9-Aug-10,1880.056
6-Aug-10,1869.7675
5-Aug-10,1876.512
4-Aug-10,1878.812
3-Aug-10,1866.8682
2-Aug-10,1875.845
30-Jul-10,1835.4037
29-Jul-10,1835.2926
28-Jul-10,1842.6566
27-Jul-10,1855.3892
26-Jul-10,1857.3395
23-Jul-10,1836.7515
22-Jul-10,1821.7599
21-Jul-10,1781.5981
20-Jul-10,1804.4764
19-Jul-10,1784.0643
16-Jul-10,1773.4253
15-Jul-10,1825.9965
14-Jul-10,1823.8239
13-Jul-10,1824.0726
12-Jul-10,1796.2983
9-Jul-10,1794.9382
8-Jul-10,1782.0964
7-Jul-10,1765.4242
6-Jul-10,1710.9731
2-Jul-10,1701.8571
1-Jul-10,1709.7708
30-Jun-10,1715.2295
29-Jun-10,1732.5532
28-Jun-10,1787.9403
25-Jun-10,1791.2441
24-Jun-10,1786.1301
23-Jun-10,1816.6473
22-Jun-10,1822.0482
21-Jun-10,1851.5468
18-Jun-10,1858.7031
17-Jun-10,1856.2462
16-Jun-10,1853.6237
15-Jun-10,1854.6106
14-Jun-10,1812.0219
11-Jun-10,1815.2598
10-Jun-10,1806.6938
9-Jun-10,1754.9084
8-Jun-10,1765.2885
7-Jun-10,1745.8723
4-Jun-10,1769.7162
3-Jun-10,1832.725
2-Jun-10,1825.2528
1-Jun-10,1778.9905
28-May-10,1809.9788
27-May-10,1832.6071
26-May-10,1773.6473
25-May-10,1783.3979
24-May-10,1782.7662
21-May-10,1806.0493
20-May-10,1779.3005
19-May-10,1851.2823
18-May-10,1860.6469
17-May-10,1887.1129
14-May-10,1884.6655
13-May-10,1920.7617
12-May-10,1944.2531
11-May-10,1917.2487
10-May-10,1923.3899
7-May-10,1842.3202
6-May-10,1870.9492
5-May-10,1933.2511
4-May-10,1945.3721
3-May-10,1992.8733
30-Apr-10,1967.0491
29-Apr-10,2000.3447
28-Apr-10,1974.6289
27-Apr-10,1961.598
26-Apr-10,2008.5532
23-Apr-10,2017.1934
22-Apr-10,2002.932
21-Apr-10,1998.3129
20-Apr-10,2000.3284
19-Apr-10,1984.3184
16-Apr-10,1975.3639
15-Apr-10,2007.7405
14-Apr-10,2006.0564
13-Apr-10,1983.9055
12-Apr-10,1982.396
9-Apr-10,1978.8633
8-Apr-10,1965.7206
7-Apr-10,1959.041
6-Apr-10,1969.7552
5-Apr-10,1966.4401
1-Apr-10,1950.9073
31-Mar-10,1936.4766
30-Mar-10,1942.8142
29-Mar-10,1942.5067
26-Mar-10,1931.1798
